week_start_date,season,month,season_week,RA_mean_RHsp_4,ST_min_Tmin_4,RA_mean_Tdp_4,RA_max_RHsp_4,RA_mean_Tmin_4,RA_max_Tdp_4,ST_mean_Tmin_4,RA_min_Tmin_4,RA_max_Tdtr_18,RA_min_RHsp_4,RA_min_Tdp_4,RA_mean_Tdtr_18,RA_min_Tdtr_16,RA_max_Tmax_15,RA_mean_Tair_8,ST_mean_Tmax_7,RA_mean_Tavg_8,RA_mean_Tmax_15,RA_max_Tavg_8,RA_min_Tair_8,RA_min_Tavg_4,RA_max_Tair_7,ndvi_sw_15,SA_max_Pday_4,ST_min_Tdtr_22,ndvi_ne_15,ndvi_nw_15,SA_PRECIP_GT30_4,RA_min_RHpc_15,RA_max_Pday_19,SA_mean_Pday_17,ndvi_se_23,ST_max_Tmax_24,RA_mean_Pday_18,SA_PRECIP_GT10_17,RA_mean_RHpc_18,SA_PRECIP_GT1_26,RA_max_RHpc_18,ST_mean_Tavg_25,total_cases
2000-09-09,2000/2001,Sep,11,14.462857142857144,19.0,19.792857142857173,15.37,19.335714285714317,20.77000000000004,20.7,17.450000000000045,8.0,13.71,18.95000000000005,5.942857142857147,4.199999999999989,34.350000000000016,22.948571428571448,31.45,24.178571428571445,29.421428571428585,26.149999999999977,21.420000000000016,25.150000000000034,24.280000000000033,0.2309,12.77,12.0,0.3203,0.2445833,0.0,86.57,105.6,11.641428571428573,0.22699999999999998,33.5,6.555714285714287,3.0,96.26285714285716,7.0,99.43,27.35,1
2000-09-16,2000/2001,Sep,12,15.152857142857144,20.0,20.458571428571453,16.74,20.235714285714305,22.129999999999995,21.1,18.150000000000034,10.300000000000011,14.05,19.30000000000001,7.271428571428577,4.100000000000024,28.550000000000008,22.957142857142877,32.357142857142854,24.228571428571463,27.507142857142888,26.300000000000008,21.220000000000027,23.100000000000023,25.830000000000037,0.3663,14.72,10.2,0.31902859999999994,0.3776714000000001,0.0,91.35,10.6,4.282857142857142,0.29905,33.0,10.914285714285713,1.0,95.75428571428571,6.0,99.1,26.78,0
2000-09-23,2000/2001,Sep,13,13.171428571428573,20.5,18.100000000000016,14.75,21.392857142857167,20.0,21.44,18.350000000000023,9.799999999999956,11.76,16.379999999999995,6.357142857142849,3.400000000000034,33.650000000000034,25.112857142857173,31.9,26.3714285714286,30.19285714285717,27.600000000000023,23.710000000000036,28.400000000000034,24.950000000000053,0.30405,20.34,11.0,0.2907833,0.2574714,0.0,77.5,19.7,10.694285714285718,0.25015,34.0,4.499999999999999,1.0,96.39,7.0,98.68,26.46666666666667,0
2000-09-30,2000/2001,Sep,14,14.422857142857142,20.8,19.564285714285745,16.35,21.150000000000016,21.700000000000053,21.55,19.150000000000034,15.300000000000011,11.78,16.450000000000045,9.442857142857136,4.0,32.25,23.81857142857145,32.25,25.814285714285734,29.007142857142874,27.600000000000023,22.090000000000032,24.0,25.52000000000004,0.2478857,15.3,9.6,0.2191,0.2807333,0.0,85.0,7.3,5.9471428571428575,0.3067333,33.5,5.635714285714287,2.0,94.68714285714285,5.0,98.82,27.0,0
2000-10-07,2000/2001,Oct,15,14.935714285714285,20.5,20.200000000000028,15.67,21.807142857142885,21.02000000000004,21.11428571428572,20.75,9.300000000000011,13.68,18.77000000000004,7.1285714285714326,5.300000000000012,34.150000000000034,24.738571428571447,33.239999999999995,25.878571428571462,31.20714285714289,26.550000000000008,24.350000000000023,27.30000000000007,27.370000000000005,0.2472,30.49,7.3,0.1928857,0.13225710000000002,1.0,83.38,8.3,8.502857142857144,0.3374333,34.0,2.8428571428571425,1.0,94.32571428571428,4.0,97.65,27.48,0
2000-10-14,2000/2001,Oct,16,14.172857142857143,20.5,19.400000000000016,15.3,18.45000000000002,20.620000000000005,21.2,15.150000000000036,14.0,13.07,18.100000000000023,9.65714285714286,5.800000000000013,31.350000000000023,25.182857142857166,34.239999999999995,26.95714285714289,28.335714285714307,29.050000000000008,22.550000000000008,20.649999999999977,29.420000000000016,0.2416571,21.25,11.1,0.2168333,0.2761,0.0,89.32,5.1,7.339999999999999,0.3053857,33.0,3.275714285714286,2.0,88.60714285714286,5.0,97.3,26.899999999999995,1
2000-10-21,2000/2001,Oct,17,15.738571428571428,20.0,21.057142857142885,17.45,21.750000000000025,22.820000000000054,21.05,19.350000000000023,13.599999999999964,14.37,19.600000000000023,8.099999999999982,4.599999999999966,29.450000000000053,28.058571428571454,34.666666666666664,29.300000000000033,27.150000000000013,31.0,26.86000000000001,25.450000000000053,28.700000000000053,0.1280143,50.33,9.3,0.1767571,0.1731286,1.0,77.78,9.45,2.7842857142857143,0.2265429,32.0,6.124285714285714,1.0,93.25285714285714,7.0,97.62,26.685714285714287,1
2000-10-28,2000/2001,Oct,18,16.185714285714287,20.5,21.571428571428605,16.68,20.707142857142863,22.080000000000037,21.614285714285717,19.55000000000001,14.900000000000036,15.49,20.850000000000023,11.085714285714278,4.199999999999989,33.850000000000016,26.641428571428598,34.05714285714286,27.814285714285745,29.82142857142859,30.400000000000034,23.700000000000053,24.5,28.050000000000008,0.2003143,13.35,10.2,0.2277286,0.14542860000000002,0.0,75.68,10.8,12.469999999999995,0.2515,33.0,6.541428571428571,2.0,91.12142857142857,7.0,97.28,25.7,0
2000-11-04,2000/2001,Nov,19,15.634285714285712,21.0,20.96571428571431,17.17,20.278571428571446,22.52000000000004,21.742857142857147,18.75,11.600000000000026,14.01,19.230000000000018,7.742857142857133,5.699999999999987,33.05000000000001,26.59000000000001,32.88,28.39285714285717,30.19285714285716,28.950000000000053,25.140000000000054,25.450000000000053,27.700000000000053,0.3610429,5.84,8.8,0.3286429,0.3221286,0.0,73.2,13.0,2.4342857142857137,0.3767333,31.0,7.428571428571429,0.0,95.2242857142857,6.0,98.43,26.73333333333333,0
2000-11-11,2000/2001,Nov,20,16.037142857142857,20.0,21.40285714285716,16.97,21.021428571428594,22.350000000000023,21.51666666666667,19.150000000000034,9.600000000000025,14.82,20.129999999999995,6.971428571428566,4.100000000000024,35.650000000000034,23.844285714285746,33.45,24.88571428571432,32.59285714285717,29.200000000000053,20.430000000000007,26.0,27.81,0.2553143,35.56,10.3,0.2055286,0.1907571,1.0,65.25,12.6,5.307142857142857,0.3569143,33.4,7.895714285714285,2.0,93.7,6.0,99.18,25.366666666666664,0
2000-11-18,2000/2001,Nov,21,16.81714285714286,21.0,22.12142857142859,18.23,21.321428571428577,23.43000000000001,21.62,18.75,15.5,15.65,20.970000000000027,11.285714285714285,7.0,34.75,26.212857142857157,32.800000000000004,27.792857142857162,31.850000000000016,28.700000000000053,24.550000000000008,26.550000000000008,26.950000000000053,0.3872714,22.68,9.1,0.3124857,0.3299857,0.0,77.95,11.6,4.418571428571427,0.38474,32.0,1.522857142857143,1.0,84.03142857142858,3.0,94.0,27.23333333333333,0
2000-11-25,2000/2001,Nov,22,16.72714285714286,21.1,22.002857142857167,17.84,21.392857142857167,23.160000000000025,22.05,19.25,15.800000000000011,15.36,20.710000000000036,11.928571428571427,5.899999999999977,32.950000000000045,25.31714285714289,33.36666666666667,27.371428571428584,32.4214285714286,28.399999999999977,24.150000000000034,25.149999999999977,27.200000000000053,0.38275,15.36,10.5,0.3841333,0.39224,0.0,68.18,4.5,12.462857142857144,0.2011571,33.0,3.3142857142857145,2.0,84.1742857142857,6.0,99.12,26.45,0
2000-12-02,2000/2001,Dec,23,16.29,21.5,21.52285714285717,17.54,21.964285714285733,22.800000000000008,22.24285714285714,21.05000000000001,16.300000000000008,14.41,19.54000000000002,12.442857142857136,10.0,37.35000000000002,25.605714285714306,34.15,27.228571428571442,33.678571428571466,29.649999999999977,24.18000000000001,27.149999999999977,26.76000000000005,0.3027143,16.86,12.0,0.4081571,0.3221571,0.0,63.03,12.3,7.577142857142857,0.3408857,32.5,3.628571428571429,1.0,76.14,6.0,89.5,26.94,0
2000-12-09,2000/2001,Dec,24,14.994285714285715,21.5,20.112857142857163,17.56,23.364285714285735,22.850000000000023,22.41666666666667,20.45000000000005,14.300000000000011,12.31,17.100000000000026,12.071428571428553,3.1000000000000227,39.650000000000034,25.9614285714286,34.525,27.964285714285733,37.20714285714289,29.600000000000023,25.44,27.0,28.420000000000016,0.3242571,21.23,7.8,0.33204290000000003,0.3210571,0.0,49.45,12.9,3.685714285714286,0.2894571,33.5,2.24,2.0,85.70142857142856,7.0,91.45,26.12,0
2000-12-16,2000/2001,Dec,25,15.882857142857144,21.0,21.184285714285725,17.2,21.392857142857167,22.54000000000002,21.64,20.350000000000023,15.399999999999974,14.0,19.120000000000005,13.085714285714287,11.5,39.150000000000034,26.690000000000023,34.3,28.042857142857148,34.478571428571456,30.399999999999977,24.79000000000002,25.950000000000053,28.340000000000032,0.2659286,7.4,10.0,0.2955857,0.2956833,0.0,50.12,9.2,6.7714285714285705,0.2041143,34.0,0.5757142857142857,3.0,76.1314285714286,5.0,82.0,26.7,1
2000-12-23,2000/2001,Dec,26,15.697142857142856,21.0,21.025714285714304,17.8,21.435714285714322,23.120000000000005,21.366666666666664,18.850000000000023,18.80000000000001,14.52,19.80000000000001,13.442857142857154,4.900000000000034,37.05000000000001,26.270000000000017,34.475,27.864285714285735,34.978571428571456,30.050000000000008,24.140000000000054,25.600000000000023,29.56,0.3281571,9.2,10.2,0.2846571,0.3097571,0.0,60.43,1.4,4.5371428571428565,0.2542,32.5,2.7328571428571427,1.0,78.18285714285716,4.0,97.62,26.95,0
2001-01-01,2000/2001,Jan,27,15.375714285714285,21.0,20.55285714285716,18.98,21.264285714285737,24.140000000000054,21.866666666666664,19.55000000000001,20.899999999999977,12.88,17.75,15.814285714285722,9.699999999999989,37.650000000000034,27.907142857142887,35.66000000000001,28.735714285714298,31.321428571428594,29.550000000000008,25.700000000000053,25.550000000000008,30.94,0.2425714,58.35,9.5,0.3488143,0.2957167,1.0,65.6,14.37,4.17,0.2543714,33.0,0.2285714285714286,1.0,58.981428571428566,6.0,70.97,26.160000000000004,0
2001-01-08,2000/2001,Jan,28,15.26428571428571,21.0,20.488571428571454,17.33,21.23571428571432,22.700000000000053,22.04285714285714,18.75,17.5,12.51,17.340000000000032,13.328571428571436,6.399999999999977,36.450000000000045,28.98428571428572,32.4,30.035714285714306,33.8357142857143,31.450000000000053,25.629999999999995,24.25,28.280000000000033,0.1827857,12.42,8.2,0.17568570000000006,0.09948333,0.0,66.03,1.2,13.268571428571427,0.2316714,33.3,0.7,4.0,68.65857142857143,4.0,82.88,26.366666666666664,0
2001-01-15,2000/2001,Jan,29,13.55,21.0,18.347142857142888,17.51,21.86428571428573,22.800000000000008,21.685714285714283,19.05000000000001,16.300000000000008,9.33,12.890000000000045,13.171428571428569,5.599999999999965,36.650000000000034,26.24142857142859,33.53333333333333,27.464285714285733,34.035714285714306,29.100000000000023,24.700000000000053,25.5,28.27000000000004,0.25505,7.47,9.5,0.33754,0.2769429,0.0,70.97,2.4,7.118571428571428,0.3805857,34.0,0.35714285714285715,2.0,70.17,2.0,78.38,25.9,0
2001-01-22,2000/2001,Jan,30,15.944444444444445,20.0,21.242222222222235,18.34,21.272222222222236,23.550000000000008,21.8375,19.05000000000001,20.0,14.41,19.680000000000007,12.871428571428574,4.5,37.25,26.87714285714288,32.84,28.39285714285717,34.178571428571445,29.75,25.25,25.350000000000023,29.36000000000001,0.1009167,40.6,11.0,0.2235333,0.1339143,1.0,62.33,1.0,15.715714285714286,0.34178000000000003,33.0,0.4,4.0,78.08428571428571,3.0,88.9,26.585714285714282,0
2001-01-29,2000/2001,Jan,31,16.09142857142857,20.7,21.417142857142874,17.49,20.650000000000027,22.840000000000032,21.416666666666668,19.350000000000023,16.800000000000008,14.31,19.580000000000037,12.085714285714278,8.599999999999966,38.650000000000034,26.61857142857145,32.73333333333333,28.01428571428573,34.907142857142894,30.350000000000023,24.660000000000025,24.650000000000034,27.77000000000004,0.27947140000000004,29.65,12.0,0.2748,0.1870571,0.0,71.55,1.2,5.229999999999999,0.4067143,34.0,2.257142857142857,1.0,76.72571428571429,6.0,90.97,26.660000000000004,0
2001-02-05,2000/2001,Feb,32,16.414285714285715,20.5,21.734285714285747,17.28,21.535714285714306,22.620000000000005,21.557142857142853,20.850000000000023,17.100000000000026,15.63,20.95000000000005,13.328571428571449,7.5,37.05000000000001,26.000000000000025,33.31428571428572,27.36428571428575,34.764285714285734,29.350000000000023,23.75,25.050000000000008,28.050000000000008,0.3258,40.0,12.2,0.3673,0.30555,2.0,67.07,11.5,2.067142857142857,0.3146143,34.0,2.5142857142857147,0.0,82.00571428571428,7.0,87.57,26.425,0
2001-02-12,2000/2001,Feb,33,16.238571428571426,20.0,21.59285714285716,16.93,20.821428571428605,22.25,21.02857142857143,19.150000000000034,16.600000000000026,14.8,20.170000000000016,13.900000000000002,8.400000000000034,39.05000000000001,26.477142857142876,32.333333333333336,28.242857142857147,34.335714285714296,30.399999999999977,24.030000000000033,22.350000000000023,26.640000000000054,0.2796167,22.0,12.4,0.2951,0.21152,0.0,69.33,7.9,9.552857142857144,0.3122143,35.2,1.457142857142857,2.0,78.29285714285712,4.0,91.48,27.18,0
2001-02-19,2000/2001,Feb,34,15.884285714285712,20.0,21.288571428571448,16.46,20.564285714285734,21.900000000000034,21.62,19.850000000000023,19.5,15.35,20.740000000000013,13.885714285714293,5.800000000000013,37.650000000000034,25.490000000000013,32.46666666666667,27.361111111111125,35.507142857142874,29.200000000000053,24.120000000000005,22.050000000000008,26.950000000000053,0.2318667,34.32,10.9,0.2713667,0.15156670000000005,1.0,61.3,5.8,7.315714285714287,0.3878833,35.8,4.014285714285714,2.0,77.92999999999998,7.0,83.8,27.775,0
2001-02-26,2000/2001,Feb,35,15.062857142857142,20.6,20.37714285714288,15.86,19.850000000000023,21.210000000000036,21.933333333333334,19.05000000000001,17.80000000000001,14.3,19.54000000000002,13.442857142857154,8.199999999999989,38.650000000000034,24.87428571428573,32.6,26.257142857142888,36.707142857142884,28.0,23.31,20.95000000000005,26.200000000000053,0.06418333,13.84,12.0,0.09993333,0.03586,0.0,47.75,19.9,6.505714285714286,0.4048429,36.0,2.157142857142857,2.0,77.92571428571429,3.0,88.62,27.75,0
2001-03-05,2000/2001,Mar,36,15.84,21.0,21.200000000000014,16.77,20.221428571428604,22.120000000000005,21.75,19.150000000000034,18.0,14.68,20.0,12.942857142857132,12.799999999999955,37.450000000000045,25.21428571428575,30.43333333333333,26.921428571428603,33.535714285714306,28.700000000000053,24.090000000000032,20.150000000000034,24.44,0.1709167,46.65,9.8,0.16998329999999998,0.2893,1.0,61.22,4.3,7.892857142857142,0.2257143,33.5,3.7714285714285714,3.0,79.17142857142856,4.0,94.05,27.6,0
2001-03-12,2000/2001,Mar,37,15.87857142857143,21.0,21.224285714285735,16.71,19.750000000000025,22.080000000000037,21.828571428571426,17.450000000000045,16.600000000000026,14.44,19.730000000000018,13.542857142857144,8.0,37.450000000000045,22.87714285714287,31.75,23.96428571428575,35.35000000000002,27.05000000000007,21.629999999999995,19.350000000000023,23.410000000000025,0.3191,10.11,9.8,0.2519714,0.2538,0.0,60.5,15.6,9.028571428571428,0.2775,34.0,0.42857142857142855,3.0,71.0957142857143,6.0,85.15,27.025,0
2001-03-19,2000/2001,Mar,38,17.304285714285715,20.5,22.605714285714306,18.13,21.49285714285716,23.330000000000037,22.02857142857143,20.55000000000001,14.900000000000036,16.1,21.44,13.342857142857142,9.800000000000011,39.05000000000001,22.23714285714289,32.300000000000004,23.2214285714286,34.764285714285734,24.5,21.510000000000048,23.25,24.410000000000025,0.18625,23.57,11.3,0.1658333,0.1824143,0.0,55.1,1.6,2.5385714285714287,0.3498,34.0,1.6714285714285713,0.0,61.87857142857143,5.0,86.55,27.175,0
2001-03-26,2000/2001,Mar,39,17.992857142857144,20.0,23.254285714285736,18.76,22.164285714285736,23.94,21.78333333333333,21.650000000000034,16.700000000000045,16.97,22.300000000000008,12.142857142857142,7.299999999999954,35.650000000000034,22.567142857142876,31.26,23.250000000000032,33.492857142857176,25.350000000000023,21.140000000000047,24.900000000000034,23.74000000000001,0.2977,40.09,10.7,0.3387857,0.3168286,2.0,56.4,6.1,4.16,0.3739429,35.5,1.2571428571428571,0.0,76.72571428571429,5.0,85.05,27.25,0
2001-04-02,2000/2001,Apr,40,17.375714285714285,20.0,22.68857142857145,18.49,21.17857142857145,23.710000000000036,21.25,19.650000000000034,16.800000000000008,16.15,21.5,13.914285714285702,8.199999999999989,38.05000000000001,22.120000000000022,31.45,23.250000000000032,34.62142857142859,25.450000000000053,20.240000000000013,22.25,24.340000000000032,0.3022429,28.2,12.0,0.2650143,0.16905710000000002,0.0,41.58,5.5,11.614285714285714,0.45538,36.0,1.0714285714285714,2.0,72.6314285714286,5.0,88.87,27.58333333333333,0
2001-04-09,2000/2001,Apr,41,16.412857142857142,20.0,21.698571428571444,18.43,21.178571428571445,23.629999999999995,21.257142857142856,20.05000000000001,19.30000000000001,14.81,20.03000000000003,13.499999999999984,5.300000000000012,36.25,22.44285714285717,31.34,23.128571428571448,33.450000000000024,25.050000000000008,19.82000000000005,23.149999999999977,24.910000000000025,0.3337857,42.07,11.5,0.32327140000000004,0.41605,1.0,69.62,5.7,4.925714285714285,0.3044,35.5,6.108571428571428,2.0,73.11857142857143,3.0,92.95,28.266666666666666,0
2001-04-16,2000/2001,Apr,42,17.904285714285713,21.4,23.12285714285717,19.44,21.207142857142887,24.470000000000034,21.73333333333333,19.650000000000034,16.300000000000008,15.55,20.870000000000005,12.257142857142858,6.900000000000035,36.650000000000034,23.942857142857186,32.21666666666666,25.157142857142873,31.864285714285735,27.150000000000034,23.080000000000037,23.100000000000023,25.410000000000025,0.287,47.97,11.7,0.2547143,0.2285286,1.0,67.95,20.4,1.38,0.34725,35.2,1.6714285714285713,0.0,75.22,4.0,93.5,27.8,1
2001-04-23,2000/2001,Apr,43,17.214285714285715,20.0,22.54857142857145,18.48,21.37857142857144,23.73000000000001,21.514285714285712,19.75,15.899999999999974,16.44,21.800000000000008,12.757142857142858,7.0,35.55000000000001,24.468571428571448,32.9,25.678571428571445,32.30714285714288,27.350000000000023,23.870000000000005,22.850000000000023,24.570000000000054,0.27399999999999997,19.47,8.5,0.3021333,0.2035167,0.0,77.93,5.9,15.618888888888893,0.1954857,35.4,1.7285714285714284,5.0,65.19,5.0,90.05,28.066666666666666,0
2001-04-30,2000/2001,Apr,44,17.604285714285716,19.5,22.902857142857165,19.12,21.778571428571464,24.27000000000004,20.942857142857143,18.95000000000005,16.5,15.75,21.120000000000005,12.177777777777793,5.0,32.950000000000045,23.454285714285735,33.05,24.50000000000001,27.107142857142886,26.399999999999977,21.670000000000016,23.55000000000007,27.840000000000032,0.1767286,36.87,11.8,0.17475710000000005,0.1033167,2.0,88.02,8.1,10.638571428571428,0.3009833,36.5,10.846666666666666,3.0,80.4488888888889,6.0,96.95,28.275,0
2001-05-07,2000/2001,May,45,17.632857142857144,20.4,22.9314285714286,18.59,21.30714285714287,23.830000000000037,21.957142857142852,19.650000000000034,17.300000000000008,16.65,22.02000000000004,11.214285714285712,1.3999999999999773,29.050000000000008,25.614285714285735,33.239999999999995,26.95000000000001,25.878571428571444,28.899999999999977,24.280000000000033,23.600000000000023,25.02000000000004,0.2314429,40.0,8.2,0.2376,0.1912667,1.0,86.5,57.0,20.012857142857143,0.3235143,34.2,4.768571428571428,5.0,83.44714285714284,6.0,90.38,28.825000000000006,0
2001-05-14,2000/2001,May,46,16.974285714285713,21.0,22.304285714285733,18.61,21.092857142857174,23.870000000000005,21.899999999999995,20.150000000000034,13.699999999999989,15.45,20.850000000000023,10.771428571428569,1.3999999999999773,30.450000000000053,23.89285714285717,32.075,24.685714285714308,26.650000000000034,25.950000000000053,22.25,24.450000000000053,23.94,0.3690714000000001,30.24,7.0,0.3415,0.2606667,1.0,77.57,13.4,9.578571428571427,0.2545667,34.2,2.674285714285714,2.0,83.41285714285712,5.0,92.15,26.825000000000006,0
2001-05-21,2000/2001,May,47,16.951428571428572,21.0,22.260000000000016,17.91,21.421428571428603,23.18000000000001,22.0,19.95000000000005,11.800000000000011,15.1,20.430000000000007,6.285714285714277,2.599999999999966,31.25,23.177142857142886,32.73333333333333,24.585714285714317,26.27857142857145,26.450000000000053,22.350000000000023,23.5,24.800000000000008,0.2267,20.41,10.2,0.2335857,0.161,0.0,88.27,7.07,12.791428571428574,0.3503429,34.0,13.475714285714286,3.0,93.23428571428572,5.0,99.57,27.55,1
2001-05-28,2000/2001,May,48,18.254285714285714,20.5,23.50428571428575,19.34,21.86428571428575,24.43000000000001,21.8,18.95000000000005,9.099999999999966,16.91,22.200000000000053,5.314285714285704,1.6000000000000227,31.25,24.021428571428594,32.86,25.11428571428575,26.507142857142874,26.400000000000034,23.280000000000033,23.400000000000034,24.56,0.1571,38.96,10.0,0.15541429999999998,0.13501670000000002,1.0,85.53,33.63,4.934285714285714,0.2348667,35.0,11.25,1.0,95.08285714285715,6.0,99.4,27.05,1
2001-06-04,2000/2001,Jun,49,18.49428571428572,22.7,23.690000000000023,19.69,22.107142857142886,24.700000000000053,22.7,20.150000000000034,10.300000000000011,16.8,22.18000000000001,6.8000000000000025,1.5,31.950000000000053,23.740000000000013,32.766666666666666,24.857142857142872,28.821428571428594,26.100000000000023,22.970000000000034,23.550000000000008,25.75,0.1840429,42.96,11.0,0.1353714,0.0823,1.0,87.1,41.3,9.407142857142855,0.2812857,34.3,2.3857142857142857,2.0,88.58999999999997,4.0,99.53,27.466666666666665,0
