DATE,YYYY,MM,DD,WEEK_OF_YEAR,CAL_WEEK_OF_YEAR,TMAX,TMIN,TAVG,TDTR,PRCP,SAT_PRECIP,RA_AIR_TEMP,RA_DP_TEMP,RA_REL_HUM,RA_SPEC_HUM,RA_MIN_AIR_TEMP,RA_MAX_AIR_TEMP,RA_PRECIP_AMT,RA_TDTR,RA_TAVG,RA_SAT_PRECIP
1989-02-19,1989,2,50,8,7,28.3,21.1,24.7,7.2,0.0,,23.629999999999995,20.700000000000045,83.68,15.21,22.650000000000034,24.850000000000023,5.0,2.1999999999999886,23.75,
1989-02-20,1989,2,51,8,8,27.8,20.0,23.9,7.8,0.0,,23.560000000000002,20.370000000000005,82.35,14.89,22.75,25.25,2.94,2.5,24.0,
1989-02-21,1989,2,52,8,8,27.2,21.1,24.2,6.1,2.0,0.0,23.49000000000001,20.230000000000018,82.0,14.76,23.150000000000034,24.05000000000001,7.7,0.8999999999999773,23.600000000000023,0.0
1989-02-22,1989,2,53,8,8,28.9,21.1,25.0,7.8,0.0,0.0,24.180000000000007,20.110000000000014,78.15,14.67,23.75,25.650000000000034,1.8,1.900000000000034,24.700000000000045,0.0
1989-02-23,1989,2,54,8,8,28.9,21.1,25.0,7.8,0.0,0.0,24.340000000000032,20.25,78.0,14.8,23.55000000000001,25.75,1.0,2.1999999999999886,24.649999999999977,0.0
1989-02-24,1989,2,55,8,8,28.9,21.1,25.0,7.8,0.0,0.0,24.400000000000034,20.74000000000001,80.3,15.28,23.150000000000034,25.950000000000045,1.0,2.8000000000000114,24.550000000000068,0.0
1989-02-25,1989,2,56,8,8,28.3,21.7,25.0,6.6,0.3,6.34,24.49000000000001,20.410000000000025,78.12,14.95,23.150000000000034,26.05000000000001,0.3,2.8999999999999773,24.600000000000023,6.34
1989-02-26,1989,2,57,9,8,29.4,20.6,25.0,8.8,18.5,0.0,23.629999999999995,19.900000000000034,79.75,14.51,21.650000000000034,26.05000000000001,6.7,4.399999999999977,23.850000000000023,0.0
1989-02-27,1989,2,58,9,9,27.8,21.7,24.8,6.1,12.4,0.0,23.52000000000004,20.730000000000018,84.3,15.24,22.55000000000001,24.450000000000045,7.2,1.900000000000034,23.5,0.0
1989-02-28,1989,2,59,9,9,28.3,21.7,25.0,6.6,0.0,0.0,24.33000000000004,20.920000000000016,81.6,15.42,23.150000000000034,26.25,0.8,3.099999999999966,24.700000000000045,0.0
1989-03-01,1989,3,60,9,9,28.9,21.7,25.3,7.2,0.0,0.0,24.75,20.02000000000004,74.85,14.53,24.05000000000001,25.950000000000045,0.1,1.900000000000034,25.0,0.0
1989-03-02,1989,3,61,9,9,28.9,21.1,25.0,7.8,0.3,0.0,23.730000000000018,19.27000000000004,76.15,13.92,22.05000000000001,24.350000000000023,2.5,2.3000000000000114,23.200000000000045,0.0
1989-03-03,1989,3,62,9,9,29.4,20.0,24.7,9.4,0.3,0.0,23.340000000000032,18.900000000000034,76.32,13.62,22.350000000000023,24.75,3.4,2.3999999999999773,23.55000000000001,0.0
1989-03-04,1989,3,63,9,9,30.0,21.1,25.5,8.9,0.8,0.0,24.129999999999995,19.80000000000001,76.85,14.39,22.950000000000045,25.850000000000023,1.9,2.8999999999999773,24.400000000000034,0.0
1989-03-05,1989,3,64,10,9,27.8,20.6,24.2,7.2,2.5,0.0,24.480000000000018,19.28000000000003,72.88,13.91,23.55000000000001,25.850000000000023,0.87,2.3000000000000114,24.700000000000045,0.0
1989-03-06,1989,3,65,10,10,26.7,21.7,24.2,5.0,2.0,0.0,22.890000000000043,19.230000000000018,79.93,13.89,22.05000000000001,23.950000000000045,7.21,1.900000000000034,23.0,0.0
1989-03-07,1989,3,66,10,10,27.8,20.6,24.2,7.2,0.5,0.0,23.77000000000004,19.75,78.32,14.36,22.55000000000001,24.950000000000045,2.8,2.400000000000034,23.75,0.0
1989-03-08,1989,3,67,10,10,29.4,21.1,25.2,8.3,0.3,0.0,24.470000000000027,19.730000000000018,75.0,14.34,23.450000000000045,26.05000000000001,0.2,2.599999999999966,24.75,0.0
1989-03-09,1989,3,68,10,10,28.3,21.1,24.7,7.2,1.5,0.0,23.640000000000043,19.930000000000007,79.8,14.51,22.950000000000045,24.850000000000023,2.1,1.8999999999999773,23.900000000000034,0.0
1989-03-10,1989,3,69,10,10,26.7,21.1,23.9,5.6,10.7,0.0,24.310000000000002,20.090000000000032,77.33,14.66,23.450000000000045,25.650000000000034,1.3,2.1999999999999886,24.550000000000068,0.0
1989-03-11,1989,3,70,10,10,30.0,20.0,25.0,10.0,0.0,0.0,24.379999999999995,20.400000000000034,78.45,14.94,23.05000000000001,25.950000000000045,1.2,2.900000000000034,24.5,0.0
1989-03-12,1989,3,71,11,10,27.2,21.7,24.5,5.5,9.1,0.0,25.03000000000003,20.55000000000001,76.25,15.13,22.850000000000023,26.350000000000023,8.7,3.5,24.600000000000023,0.0
1989-03-13,1989,3,72,11,11,25.6,20.0,22.8,5.6,10.4,0.0,23.439999999999998,19.689999999999998,79.75,14.33,22.150000000000034,25.25,4.2,3.099999999999966,23.700000000000045,0.0
1989-03-14,1989,3,73,11,11,27.8,20.6,24.2,7.2,3.3,0.0,23.450000000000045,20.629999999999995,84.35,15.16,22.450000000000045,24.55000000000001,5.7,2.099999999999966,23.5,0.0
1989-03-15,1989,3,74,11,11,27.8,22.2,25.0,5.6,4.3,0.0,23.610000000000014,20.360000000000014,82.23,14.9,22.650000000000034,25.25,2.8,2.599999999999966,23.950000000000045,0.0
1989-03-16,1989,3,75,11,11,27.8,21.7,24.8,6.1,0.5,0.0,23.480000000000018,19.77000000000004,79.78,14.36,22.75,24.75,4.9,2.0,23.75,0.0
1989-03-17,1989,3,76,11,11,27.8,21.7,24.8,6.1,8.1,0.0,23.410000000000025,19.430000000000007,78.43,14.06,22.55000000000001,23.950000000000045,3.69,1.400000000000034,23.25,0.0
1989-03-18,1989,3,77,11,11,27.2,20.6,23.9,6.6,6.4,0.0,23.810000000000002,19.110000000000014,75.2,13.79,22.850000000000023,25.650000000000034,2.4,2.8000000000000114,24.25,0.0
1989-03-19,1989,3,78,12,11,28.9,20.6,24.8,8.3,0.8,0.0,24.04000000000002,19.310000000000002,74.92,13.96,22.950000000000045,25.650000000000034,0.65,2.6999999999999886,24.300000000000068,0.0
1989-03-20,1989,3,79,12,12,27.8,20.0,23.9,7.8,0.5,0.0,23.80000000000001,19.150000000000034,75.2,13.82,22.25,25.950000000000045,1.5,3.7000000000000455,24.100000000000023,0.0
1989-03-21,1989,3,80,12,12,27.8,21.1,24.5,6.7,2.3,0.0,23.360000000000014,19.33000000000004,78.1,13.99,22.350000000000023,24.75,7.1,2.3999999999999773,23.55000000000001,0.0
1989-03-22,1989,3,81,12,12,28.3,21.1,24.7,7.2,0.0,0.0,23.930000000000007,19.850000000000023,77.92,14.43,22.850000000000023,25.450000000000045,0.93,2.6000000000000227,24.150000000000034,0.0
1989-03-23,1989,3,82,12,12,28.3,21.7,25.0,6.6,0.0,0.0,23.620000000000005,20.200000000000045,81.35,14.75,22.150000000000034,25.25,2.6,3.099999999999966,23.700000000000045,0.0
1989-03-24,1989,3,83,12,12,28.3,21.1,24.7,7.2,1.0,0.0,23.730000000000018,19.83000000000004,78.85,14.39,22.75,25.25,4.4,2.5,24.0,0.0
1989-03-25,1989,3,84,12,12,27.8,21.1,24.5,6.7,1.5,0.0,23.79000000000002,19.25,76.07,13.91,22.650000000000034,25.450000000000045,2.1,2.8000000000000114,24.050000000000068,0.0
1989-03-26,1989,3,85,13,12,28.3,21.1,24.7,7.2,0.5,0.0,24.350000000000023,18.730000000000018,70.95,13.45,23.25,25.650000000000034,0.0,2.400000000000034,24.450000000000045,0.0
1989-03-27,1989,3,86,13,13,28.3,20.6,24.5,7.7,2.5,0.0,23.32000000000005,18.720000000000027,75.38,13.41,22.450000000000045,24.450000000000045,1.1,2.0,23.450000000000045,0.0
1989-03-28,1989,3,87,13,13,27.8,21.1,24.5,6.7,0.8,0.0,23.560000000000002,18.0,71.22,12.84,22.350000000000023,25.150000000000034,1.7,2.8000000000000114,23.75,0.0
1989-03-29,1989,3,88,13,13,27.8,20.6,24.2,7.2,2.8,0.0,23.680000000000007,18.0,70.45,12.83,22.450000000000045,24.75,2.1,2.2999999999999545,23.600000000000023,0.0
1989-03-30,1989,3,89,13,13,28.3,20.0,24.1,8.3,2.0,14.22,22.689999999999998,18.57000000000005,77.75,13.36,21.75,23.650000000000034,10.3,1.900000000000034,22.700000000000045,14.22
1989-03-31,1989,3,90,13,13,27.8,21.1,24.5,6.7,10.4,0.0,22.920000000000016,19.150000000000034,79.53,13.84,21.850000000000023,24.75,3.6,2.8999999999999773,23.30000000000001,0.0
1989-04-01,1989,4,91,13,13,28.3,21.1,24.7,7.2,2.8,5.85,23.760000000000048,20.470000000000027,81.77,15.0,22.650000000000034,24.950000000000045,4.0,2.3000000000000114,23.800000000000068,5.85
1989-04-02,1989,4,92,14,13,28.3,22.2,25.2,6.1,1.8,0.0,24.02000000000004,20.970000000000027,83.2,15.48,23.150000000000034,25.150000000000034,7.83,2.0,24.150000000000034,0.0
1989-04-03,1989,4,93,14,14,28.3,23.9,26.1,4.4,3.3,0.0,23.620000000000005,20.30000000000001,81.62,14.83,22.950000000000045,24.55000000000001,14.2,1.599999999999966,23.75,0.0
1989-04-04,1989,4,94,14,14,28.3,21.7,25.0,6.6,4.1,0.0,23.930000000000007,20.08000000000004,79.08,14.63,23.05000000000001,25.25,8.7,2.1999999999999886,24.149999999999977,0.0
1989-04-05,1989,4,95,14,14,28.3,22.2,25.2,6.1,0.0,0.0,24.660000000000025,20.07000000000005,75.88,14.65,23.55000000000001,26.150000000000034,0.8,2.6000000000000227,24.850000000000023,0.0
1989-04-06,1989,4,96,14,14,29.4,21.1,25.2,8.3,0.5,0.0,24.79000000000002,20.129999999999995,75.47,14.7,23.650000000000034,26.55000000000001,0.7,2.8999999999999773,25.100000000000023,0.0
1989-04-07,1989,4,97,14,14,30.6,21.1,25.9,9.5,0.0,0.0,24.860000000000014,20.05000000000001,74.78,14.62,23.650000000000034,26.650000000000034,0.2,3.0,25.150000000000034,0.0
1989-04-08,1989,4,98,14,14,30.6,22.8,26.7,7.8,0.0,0.0,24.700000000000045,20.920000000000016,79.7,15.45,23.650000000000034,26.450000000000045,0.8,2.8000000000000114,25.050000000000068,0.0
1989-04-09,1989,4,99,15,14,29.4,22.8,26.1,6.6,1.5,0.0,24.600000000000023,20.5,78.07,15.04,23.75,25.650000000000034,2.5,1.900000000000034,24.700000000000045,0.0
1989-04-10,1989,4,100,15,15,26.1,21.7,23.9,4.4,5.3,63.9,23.910000000000025,20.120000000000005,79.3,14.65,23.350000000000023,24.850000000000023,3.0,1.5,24.100000000000023,63.9
1989-04-11,1989,4,101,15,15,29.4,21.7,25.5,7.7,1.0,0.0,25.170000000000016,19.730000000000018,71.95,14.34,24.350000000000023,26.450000000000045,0.0,2.1000000000000227,25.400000000000034,0.0
1989-04-12,1989,4,102,15,15,30.0,21.7,25.9,8.3,0.3,0.0,24.02000000000004,20.80000000000001,82.22,15.32,23.75,24.75,3.5,1.0,24.25,0.0
1989-04-13,1989,4,103,15,15,28.9,22.8,25.8,6.1,0.0,0.0,23.930000000000007,20.700000000000045,82.1,15.21,23.150000000000034,24.55000000000001,2.9,1.3999999999999773,23.850000000000023,0.0
1989-04-14,1989,4,104,15,15,29.4,21.7,25.5,7.7,0.3,0.0,23.950000000000045,20.02000000000004,78.9,14.62,22.950000000000045,25.350000000000023,1.0,2.3999999999999773,24.150000000000034,0.0
1989-04-15,1989,4,105,15,15,29.4,21.1,25.2,8.3,0.8,0.0,24.220000000000027,20.0,77.5,14.59,23.350000000000023,26.25,1.2,2.8999999999999773,24.80000000000001,0.0
1989-04-16,1989,4,106,16,15,30.0,22.8,26.4,7.2,1.0,0.0,23.710000000000036,20.80000000000001,83.78,15.29,23.350000000000023,24.25,5.6,0.8999999999999773,23.80000000000001,0.0
1989-04-17,1989,4,107,16,16,29.4,22.2,25.8,7.2,0.0,0.0,24.82000000000005,20.25,75.93,14.78,23.950000000000045,26.25,0.2,2.2999999999999545,25.100000000000023,0.0
1989-04-18,1989,4,108,16,16,29.4,21.7,25.5,7.7,0.0,0.0,24.650000000000034,19.08000000000004,71.1,13.74,23.55000000000001,26.350000000000023,0.0,2.8000000000000114,24.950000000000045,0.0
1989-04-19,1989,4,109,16,16,30.0,22.2,26.1,7.8,0.0,0.0,24.29000000000002,20.100000000000023,77.6,14.71,22.950000000000045,26.25,1.0,3.2999999999999545,24.600000000000023,0.0
1989-04-20,1989,4,110,16,16,30.0,20.0,25.0,10.0,0.0,0.0,24.980000000000018,20.400000000000034,75.93,15.0,23.450000000000045,26.650000000000034,0.5,3.1999999999999886,25.050000000000068,0.0
1989-04-21,1989,4,111,16,16,32.8,22.2,27.5,10.6,0.0,0.0,24.82000000000005,21.400000000000034,81.4,15.96,24.05000000000001,26.05000000000001,1.4,2.0,25.05000000000001,0.0
1989-04-22,1989,4,112,16,16,32.8,23.3,28.0,9.5,0.0,0.0,25.08000000000004,21.32000000000005,79.62,15.84,23.850000000000023,26.650000000000034,1.6,2.8000000000000114,25.25,0.0
1989-04-23,1989,4,113,17,16,33.3,23.9,28.6,9.4,0.0,0.0,25.600000000000023,21.870000000000005,79.9,16.38,24.55000000000001,27.350000000000023,0.7,2.8000000000000114,25.950000000000045,0.0
1989-04-24,1989,4,114,17,17,31.7,22.8,27.2,8.9,0.0,6.04,25.439999999999998,21.25,78.0,15.77,23.650000000000034,27.55000000000001,0.0,3.8999999999999773,25.600000000000023,6.04
1989-04-25,1989,4,115,17,17,29.4,22.2,25.8,7.2,0.0,0.0,25.439999999999998,20.5,74.27,15.05,24.05000000000001,27.25,0.0,3.1999999999999886,25.649999999999977,0.0
1989-04-26,1989,4,116,17,17,30.6,22.8,26.7,7.8,0.0,0.0,25.510000000000048,20.5,73.93,15.05,24.25,27.150000000000034,0.1,2.900000000000034,25.700000000000045,0.0
1989-04-27,1989,4,117,17,17,30.0,21.7,25.9,8.3,0.0,0.0,25.29000000000002,20.25,73.8,14.83,23.850000000000023,27.150000000000034,0.0,3.3000000000000114,25.5,0.0
1989-04-28,1989,4,118,17,17,31.1,22.2,26.7,8.9,0.0,0.0,25.560000000000002,20.680000000000007,74.62,15.25,24.350000000000023,27.350000000000023,0.0,3.0,25.850000000000023,0.0
1989-04-29,1989,4,119,17,17,29.4,21.7,25.5,7.7,26.4,0.0,25.30000000000001,21.08000000000004,77.5,15.61,24.650000000000034,26.450000000000045,1.21,1.8000000000000114,25.550000000000068,0.0
1989-04-30,1989,4,120,18,17,30.0,22.8,26.4,7.2,17.8,0.0,25.32000000000005,21.57000000000005,79.93,16.09,24.55000000000001,26.350000000000023,3.1,1.8000000000000114,25.450000000000045,0.0
1989-05-01,1989,5,121,18,18,30.6,22.8,26.7,7.8,0.5,0.0,24.53000000000003,21.200000000000045,81.6,15.65,23.850000000000023,25.850000000000023,1.5,2.0,24.850000000000023,0.0
1989-05-02,1989,5,122,18,18,29.4,22.2,25.8,7.2,0.0,0.0,24.910000000000025,20.730000000000018,77.55,15.23,23.850000000000023,25.75,4.2,1.8999999999999773,24.80000000000001,0.0
1989-05-03,1989,5,123,18,18,29.4,22.8,26.1,6.6,2.3,0.0,25.33000000000004,19.900000000000034,72.05,14.49,24.150000000000034,26.75,0.2,2.599999999999966,25.450000000000045,0.0
1989-05-04,1989,5,124,18,18,28.9,21.7,25.3,7.2,3.3,0.0,25.129999999999995,19.77000000000004,72.35,14.4,24.25,26.450000000000045,1.3,2.2000000000000455,25.350000000000023,0.0
1989-05-05,1989,5,125,18,18,28.9,22.2,25.5,6.7,0.8,0.0,25.410000000000025,19.75,71.0,14.36,24.25,26.950000000000045,1.0,2.7000000000000455,25.600000000000023,0.0
1989-05-06,1989,5,126,18,18,30.0,22.2,26.1,7.8,5.1,0.0,25.02000000000004,19.870000000000005,73.4,14.49,23.950000000000045,26.450000000000045,0.9,2.5,25.200000000000045,0.0
1989-05-07,1989,5,127,19,18,27.8,21.7,24.8,6.1,13.2,0.0,24.58000000000004,19.77000000000004,74.62,14.37,23.950000000000045,25.450000000000045,2.2,1.5,24.700000000000045,0.0
1989-05-08,1989,5,128,19,19,30.0,20.6,25.3,9.4,0.5,0.0,25.340000000000032,19.75,71.33,14.38,24.350000000000023,27.05000000000001,0.2,2.6999999999999886,25.700000000000045,0.0
1989-05-09,1989,5,129,19,19,29.4,21.1,25.2,8.3,0.0,0.0,25.379999999999995,19.600000000000023,70.55,14.25,23.850000000000023,26.850000000000023,0.2,3.0,25.350000000000023,0.0
1989-05-10,1989,5,130,19,19,30.6,21.7,26.2,8.9,0.0,0.0,25.410000000000025,20.150000000000034,72.85,14.74,23.850000000000023,27.25,0.1,3.3999999999999773,25.55000000000001,0.0
1989-05-11,1989,5,131,19,19,32.2,22.2,27.2,10.0,0.0,0.0,25.28000000000003,20.58000000000004,75.28,15.14,23.650000000000034,27.150000000000034,1.6,3.5,25.400000000000034,0.0
1989-05-12,1989,5,132,19,19,30.6,23.3,27.0,7.3,0.0,10.81,25.53000000000003,22.25,82.07,16.77,24.25,26.75,2.9,2.5,25.5,10.81
