week_start_date,season,month,season_week,ST_mean_Tmin_11,ST_mean_Tavg_11,ST_min_Tmin_11,ST_mean_Tmax_12,RA_max_Tair_9,RA_max_Tavg_9,RA_mean_Tmin_9,RA_mean_Tair_9,RA_max_Tmax_10,RA_min_Tmin_9,RA_mean_Tavg_10,RA_mean_Tdp_10,ST_max_Tmax_11,RA_mean_RHsp_9,RA_max_Tdp_10,RA_max_RHsp_10,RA_min_RHsp_9,RA_min_Tdp_9,RA_min_Tair_10,RA_mean_Tmax_10,RA_min_Tavg_10,SA_PRECIP_GT1_7,RA_mean_RHpc_5,ST_mean_Tdtr_26,RA_max_RHpc_4,RA_min_RHpc_11,ST_max_Tdtr_26,RA_mean_Pday_4,ndvi_se_16,RA_mean_Tdtr_4,RA_min_Tdtr_4,SA_PRECIP_GT10_26,ST_PRCP_GT1_25,total_cases
1990-07-09,1990/1991,Jul,11,21.671428571428574,25.25714285714286,20.0,29.842857142857145,26.04000000000002,26.450000000000053,24.7214285714286,25.714285714285737,27.550000000000008,24.150000000000034,25.114285714285735,20.232857142857174,29.4,17.037142857142857,20.870000000000005,15.43,15.42,20.900000000000034,24.11000000000001,26.30714285714288,24.149999999999977,0.0,82.99571428571429,7.5285714285714285,84.48,61.3,8.9,3.5428571428571423,0.24155,1.7142857142857224,1.3000000000000114,0.0,6.0,8
1990-07-16,1990/1991,Jul,12,23.3,26.428571428571423,22.2,28.814285714285717,26.54000000000002,26.80000000000007,24.69285714285717,25.652857142857165,27.75,23.850000000000023,25.84285714285717,22.465714285714306,30.0,16.415714285714284,23.73000000000001,18.38,15.52,21.02000000000004,25.410000000000025,26.964285714285737,25.25,3.0,82.1,6.271428571428572,86.22,67.95,8.3,5.558571428571428,0.1853667,1.7857142857142938,1.0,1.0,5.0,2
1990-07-23,1990/1991,Jul,13,23.642857142857146,26.95714285714286,23.3,29.585714285714282,26.580000000000037,26.800000000000008,24.99285714285717,26.400000000000034,27.950000000000053,24.350000000000023,25.914285714285747,21.902857142857165,32.2,17.091428571428573,23.23000000000001,17.77,16.12,21.650000000000034,24.910000000000025,27.13571428571432,25.150000000000034,1.0,83.02571428571426,7.3000000000000025,86.75,74.35,8.9,4.614285714285714,0.2347833,2.014285714285726,1.3000000000000114,2.0,5.0,6
1990-07-30,1990/1991,Jul,14,23.87142857142857,27.085714285714282,22.8,30.300000000000004,27.61000000000001,27.850000000000023,25.62142857142861,26.565714285714307,28.75,24.950000000000053,26.535714285714306,22.568571428571452,31.7,17.415714285714284,23.330000000000037,17.92,16.31,21.830000000000037,26.06,28.078571428571443,25.899999999999977,6.0,81.66857142857144,7.042857142857144,86.48,75.12,8.9,5.842857142857143,0.1995571,2.1714285714285784,1.0,0.0,4.0,17
1990-08-06,1990/1991,Aug,15,24.185714285714287,28.842857142857145,23.9,30.314285714285713,26.25,26.400000000000034,24.992857142857165,25.921428571428585,29.25,24.550000000000008,26.72142857142861,22.88714285714289,35.0,17.31714285714286,23.75,18.39,16.65,22.170000000000016,25.640000000000054,27.82142857142859,25.80000000000007,3.0,81.85142857142857,7.457142857142857,87.6,75.02,11.1,6.245714285714286,0.18635710000000005,2.4571428571428475,1.6000000000000227,0.0,5.0,23
1990-08-13,1990/1991,Aug,16,24.814285714285717,28.442857142857147,24.4,33.55714285714286,26.710000000000036,26.80000000000007,25.592857142857167,26.500000000000014,27.950000000000053,25.25,25.94285714285716,22.794285714285735,34.4,17.754285714285714,23.470000000000034,18.05,16.39,21.900000000000034,25.550000000000008,26.89285714285716,25.300000000000008,5.0,81.96571428571428,6.9714285714285715,84.23,75.7,10.5,4.661428571428573,0.1598143,2.171428571428561,2.0,0.0,5.0,13
1990-08-20,1990/1991,Aug,17,24.12857142857143,27.414285714285718,23.9,32.07142857142857,27.629999999999995,27.900000000000034,25.521428571428594,26.448571428571448,28.150000000000034,24.550000000000008,26.450000000000035,23.17428571428573,32.2,17.872857142857143,23.75,18.43,17.32,22.77000000000004,26.31,27.307142857142885,26.149999999999977,3.0,80.71142857142857,6.642857142857144,85.43,78.57,7.2,6.357142857142858,0.1984833,2.1999999999999966,1.0,0.0,2.0,21
1990-08-27,1990/1991,Aug,18,24.285714285714285,28.2,22.8,30.742857142857147,27.43000000000001,27.600000000000023,25.878571428571444,26.79142857142859,28.950000000000053,25.050000000000008,26.414285714285747,23.30000000000002,33.9,17.934285714285714,23.950000000000053,18.58,17.14,22.629999999999995,25.49000000000001,27.307142857142885,25.350000000000023,2.0,80.87428571428572,6.885714285714287,85.22,75.05,9.5,2.685714285714285,0.1623571,2.5285714285714187,1.0,0.0,3.0,28
1990-09-03,1990/1991,Sep,19,24.914285714285718,28.45714285714286,23.9,32.128571428571426,27.650000000000034,27.950000000000053,25.535714285714306,26.495714285714318,28.850000000000023,24.850000000000023,26.885714285714307,23.372857142857157,33.9,17.637142857142855,24.0,18.6,17.23,22.700000000000053,26.160000000000025,27.89285714285717,26.200000000000053,3.0,79.48428571428572,6.571428571428571,86.72,75.93,7.8,12.085714285714285,0.1572,2.028571428571443,1.5,3.0,3.0,24
1990-09-10,1990/1991,Sep,20,24.75714285714286,28.04285714285714,22.8,31.914285714285718,27.100000000000023,27.05000000000007,25.20714285714289,26.394285714285736,29.150000000000034,24.150000000000034,26.62142857142859,23.098571428571443,32.2,17.574285714285715,23.75,18.33,16.8,22.300000000000008,25.340000000000032,27.707142857142877,25.350000000000023,4.0,82.68285714285716,5.7285714285714295,87.85,75.12,8.3,5.514285714285713,0.2275571,2.5142857142857173,1.4000000000000343,1.0,3.0,20
1990-09-17,1990/1991,Sep,21,24.114285714285717,27.842857142857145,21.7,31.342857142857138,27.580000000000037,27.850000000000023,25.63571428571432,26.575714285714326,28.550000000000008,23.950000000000053,26.435714285714322,23.031428571428584,33.9,17.49857142857143,23.550000000000008,18.14,16.73,22.200000000000053,25.19,27.664285714285736,25.400000000000034,3.0,81.02571428571426,7.271428571428572,87.3,77.9,8.3,6.514285714285713,0.2512,1.742857142857149,1.1999999999999886,0.0,3.0,40
1990-09-24,1990/1991,Sep,22,24.442857142857147,28.0,23.9,31.514285714285712,27.350000000000023,27.55000000000007,25.46428571428575,26.534285714285737,28.850000000000023,25.150000000000034,26.72142857142861,22.96285714285717,32.8,17.497142857142858,23.800000000000008,18.36,16.84,22.300000000000008,25.070000000000054,27.80714285714288,25.100000000000023,4.0,84.88428571428572,7.428571428571429,82.55,76.78,8.9,2.8571428571428568,0.2543143,3.5428571428571534,1.5,0.0,0.0,27
1990-10-01,1990/1991,Oct,23,25.014285714285712,28.114285714285717,22.8,31.585714285714282,27.660000000000025,27.850000000000023,26.092857142857167,27.271428571428594,29.650000000000034,25.650000000000034,26.564285714285745,22.927142857142886,31.7,17.927142857142858,23.650000000000034,18.26,17.49,22.950000000000053,25.75,27.664285714285747,25.75,5.0,75.95142857142856,9.057142857142855,85.43,76.5,10.5,4.911428571428571,0.2050714,2.7285714285714078,1.6000000000000227,0.0,1.0,42
1990-10-08,1990/1991,Oct,24,24.2,28.057142857142853,22.8,31.2,27.830000000000037,28.100000000000023,25.99285714285716,26.958571428571453,29.850000000000023,25.350000000000023,27.357142857142872,23.364285714285735,33.3,18.34857142857143,23.820000000000054,18.45,17.68,23.100000000000023,26.54000000000002,28.621428571428584,26.5,5.0,82.82571428571428,7.371428571428572,84.3,76.45,8.4,5.057142857142857,0.1514714,1.885714285714276,1.1999999999999886,0.0,1.0,33
1990-10-15,1990/1991,Oct,25,24.58571428571429,28.357142857142854,23.3,31.9,27.81,28.050000000000008,25.89285714285717,27.09571428571431,29.450000000000053,24.950000000000053,27.007142857142874,23.724285714285735,34.4,18.09,24.150000000000034,18.79,16.95,22.470000000000027,26.140000000000054,28.0214285714286,26.300000000000008,4.0,81.53428571428572,6.828571428571429,82.45,76.22,8.4,2.3857142857142857,0.1255714,2.128571428571433,1.4000000000000343,0.0,1.0,43
1990-10-22,1990/1991,Oct,26,24.842857142857145,28.314285714285717,23.9,32.142857142857146,27.29000000000002,27.5,26.078571428571447,26.86857142857145,29.350000000000023,25.550000000000008,27.150000000000013,23.51142857142859,33.3,18.75,24.23000000000001,18.85,18.11,23.5,26.23000000000001,28.407142857142887,26.25,6.0,76.9557142857143,7.142857142857142,82.9,77.38,8.9,4.885714285714286,0.16068329999999995,2.828571428571422,2.099999999999966,1.0,3.0,37
1990-10-29,1990/1991,Oct,27,24.357142857142854,28.02857142857143,22.8,31.757142857142853,28.070000000000054,28.350000000000023,25.935714285714308,27.575714285714305,28.950000000000053,24.850000000000023,26.95000000000002,24.0814285714286,33.3,17.491428571428568,24.700000000000053,19.44,16.76,22.18000000000001,26.19,27.821428571428594,26.149999999999977,5.0,78.50571428571428,6.2857142857142865,85.58,73.4,7.8,18.17142857142857,0.1919429,2.614285714285724,1.8999999999999773,0.0,3.0,57
1990-11-05,1990/1991,Nov,28,25.385714285714283,28.614285714285714,24.4,31.685714285714287,28.070000000000054,28.200000000000053,26.107142857142893,27.3714285714286,30.650000000000034,25.450000000000053,27.707142857142873,22.910000000000014,32.2,18.90285714285714,23.470000000000034,18.11,18.25,23.580000000000037,26.69,29.478571428571453,26.600000000000023,5.0,83.23428571428572,6.6571428571428575,90.65,80.52,8.3,35.81428571428571,0.3012,1.9000000000000097,1.099999999999966,3.0,2.0,71
1990-11-12,1990/1991,Nov,29,24.685714285714287,28.41428571428571,23.3,31.842857142857138,27.410000000000025,27.550000000000008,25.807142857142885,26.712857142857175,29.75,25.550000000000008,27.47142857142861,24.157142857142887,32.8,17.880000000000006,24.900000000000034,19.78,17.22,22.629999999999995,26.340000000000032,28.835714285714296,26.350000000000023,5.0,85.61142857142856,6.442857142857144,89.32,72.6,8.4,18.617142857142856,0.2269,1.9714285714285649,0.9000000000000341,0.0,1.0,44
1990-11-19,1990/1991,Nov,30,24.657142857142855,28.642857142857146,24.4,32.142857142857146,27.68000000000001,27.899999999999977,26.350000000000016,27.27285714285717,29.050000000000008,25.950000000000053,26.750000000000032,23.257142857142874,33.9,17.435714285714287,24.030000000000033,18.72,16.87,22.300000000000008,26.27000000000004,27.69285714285716,26.399999999999977,4.0,86.07857142857141,9.37142857142857,86.3,79.12,10.6,3.151428571428572,0.3797,1.742857142857141,1.1000000000000227,0.0,2.0,56
1990-11-26,1990/1991,Nov,31,24.357142857142854,28.32857142857143,23.9,32.628571428571426,27.720000000000034,27.900000000000034,26.19285714285717,27.508571428571447,29.25,25.950000000000053,27.414285714285736,22.86000000000002,32.8,18.057142857142857,23.600000000000023,18.18,17.38,22.77000000000004,26.76000000000005,28.47857142857145,26.900000000000034,7.0,82.34285714285714,7.257142857142859,83.32,76.18,8.9,1.5857142857142856,0.16444289999999998,2.299999999999987,1.5999999999999657,0.0,4.0,53
1990-12-03,1990/1991,Dec,32,24.414285714285718,28.342857142857145,23.9,32.31428571428571,28.220000000000034,28.450000000000053,25.69285714285716,26.911428571428598,29.650000000000034,24.950000000000053,27.607142857142886,23.400000000000034,32.8,18.512857142857143,24.320000000000054,19.06,18.19,23.470000000000034,27.220000000000034,29.021428571428594,27.300000000000008,7.0,81.61714285714284,6.614285714285713,83.62,72.62,7.8,1.5142857142857142,0.2069571,2.3142857142857047,1.3999999999999773,0.0,3.0,52
1990-12-10,1990/1991,Dec,33,24.757142857142853,28.728571428571428,23.9,32.3,26.910000000000025,27.050000000000008,25.378571428571444,26.20142857142859,30.150000000000034,24.550000000000008,27.000000000000032,23.792857142857176,33.3,18.3,24.150000000000034,18.87,17.18,22.5,26.19,28.307142857142885,26.400000000000034,7.0,77.14571428571428,7.8428571428571425,84.8,74.62,10.6,5.128571428571427,0.1676571,2.4000000000000097,1.1999999999999886,2.0,4.0,47
1990-12-17,1990/1991,Dec,34,24.814285714285717,28.542857142857148,24.4,32.7,26.210000000000036,26.600000000000023,24.835714285714317,25.63714285714289,28.550000000000008,24.050000000000008,26.328571428571447,23.55142857142858,33.3,17.741428571428568,24.54000000000002,19.35,17.29,22.700000000000053,25.300000000000008,27.27857142857145,25.25,2.0,77.51142857142858,7.000000000000001,83.88,77.65,8.9,4.185714285714285,0.2641714000000001,2.142857142857151,1.1000000000000227,1.0,1.0,26
1990-12-24,1990/1991,Dec,35,24.185714285714283,27.87142857142857,23.3,32.3,26.99000000000001,27.100000000000023,25.67857142857145,26.56142857142861,27.75,25.350000000000023,25.821428571428605,23.100000000000023,32.8,17.927142857142854,23.350000000000023,18.02,17.01,22.43000000000001,25.140000000000054,26.80714285714288,25.149999999999977,3.0,80.55857142857144,6.585714285714286,85.25,80.18,9.4,11.828571428571427,0.2838167,1.8571428571428648,1.0,0.0,4.0,27
1991-01-01,1990/1991,Jan,36,22.87142857142857,26.771428571428572,21.7,31.585714285714282,27.450000000000053,27.649999999999977,25.750000000000025,26.83857142857145,28.25,25.350000000000023,26.55000000000002,23.284285714285737,32.2,18.06571428571429,23.93000000000001,18.65,17.43,22.820000000000054,26.070000000000054,27.4214285714286,26.100000000000023,2.0,80.61428571428571,7.400000000000001,79.03,83.57,8.9,1.3857142857142857,0.1234,2.771428571428568,1.9000000000000343,2.0,4.0,21
1991-01-08,1990/1991,Jan,37,23.74285714285714,27.814285714285717,22.8,30.642857142857146,27.910000000000025,28.05000000000007,26.12142857142861,27.10571428571432,29.050000000000008,25.450000000000053,26.90000000000001,23.407142857142897,32.8,17.31,23.970000000000034,18.68,16.73,22.25,26.48000000000001,28.050000000000008,26.550000000000008,4.0,69.40285714285713,7.142857142857144,85.6,77.4,8.3,4.687142857142859,0.2548286,3.1714285714285695,1.3000000000000114,1.0,2.0,21
1991-01-15,1990/1991,Jan,38,24.114285714285717,28.5,23.9,31.92857142857143,27.19,27.25,25.378571428571448,26.444285714285737,29.150000000000034,23.850000000000023,27.278571428571464,22.738571428571447,33.3,16.69142857142857,23.5,18.16,16.5,21.94,26.51000000000005,28.435714285714308,26.75,4.0,80.9242857142857,6.185714285714287,72.43,79.55,8.9,0.4942857142857143,0.1994429,2.200000000000013,1.8999999999999773,1.0,2.0,26
1991-01-22,1990/1991,Jan,39,23.485714285714288,27.67142857142857,22.2,32.92857142857143,26.590000000000032,26.600000000000023,24.22142857142859,25.30714285714288,28.450000000000053,23.350000000000023,26.578571428571443,22.170000000000023,32.8,16.26142857142857,22.470000000000027,17.01,14.87,20.25,24.900000000000034,27.778571428571464,25.150000000000034,0.0,69.24571428571429,7.7,84.05,71.18,9.4,9.509999999999998,0.2124857,2.362499999999997,1.1999999999999886,1.0,2.0,34
1991-01-29,1990/1991,Jan,40,23.08571428571429,26.87142857142857,22.2,31.842857142857138,26.210000000000036,26.400000000000034,24.650000000000034,25.445714285714306,27.950000000000053,24.050000000000008,25.29285714285717,21.71142857142858,31.7,16.352857142857143,22.5,17.02,15.82,21.330000000000037,24.570000000000054,26.364285714285735,24.450000000000053,1.0,77.1675,7.557142857142857,81.7,73.7,9.5,3.761428571428572,0.1794667,1.885714285714292,1.1000000000000227,1.0,3.0,37
1991-02-05,1990/1991,Feb,41,22.542857142857148,26.25714285714286,20.6,30.657142857142855,25.379999999999995,25.5,23.72142857142859,24.98142857142859,27.650000000000034,23.25,25.57857142857146,21.827142857142878,31.1,13.682857142857143,22.129999999999995,16.65,11.99,16.879999999999995,24.79000000000002,26.50714285714289,24.850000000000023,0.0,76.62857142857145,6.914285714285716,84.25,76.92,9.4,3.9142857142857146,0.1816167,1.999999999999992,1.3000000000000114,2.0,3.0,17
1991-02-12,1990/1991,Feb,42,23.414285714285718,26.17142857142857,22.2,29.928571428571434,25.73000000000001,25.700000000000053,23.6214285714286,25.1514285714286,26.850000000000023,22.850000000000023,25.107142857142865,18.927142857142886,29.4,16.125714285714285,20.77000000000004,15.31,14.84,20.260000000000048,24.69,26.49285714285716,24.75,3.0,78.5,7.328571428571428,74.65,75.6,7.8,0.1,0.12882860000000002,2.557142857142862,1.4000000000000343,2.0,4.0,19
1991-02-19,1990/1991,Feb,43,21.1,24.757142857142853,19.4,29.02857142857143,25.379999999999995,25.700000000000053,24.078571428571443,25.047142857142873,27.75,23.75,25.20714285714289,21.602857142857165,29.4,13.724285714285712,22.600000000000023,17.13,13.07,18.27000000000004,24.76000000000005,26.79285714285717,24.700000000000053,1.0,71.59714285714286,6.457142857142857,75.53,60.98,7.8,0.8142857142857142,0.318,2.771428571428576,1.8999999999999773,1.0,1.0,25
1991-02-26,1990/1991,Feb,44,22.228571428571424,25.657142857142855,20.6,28.4,24.710000000000036,24.75,22.912500000000033,23.97875000000001,26.650000000000034,21.45000000000005,25.17857142857145,19.004285714285746,30.6,14.30875,19.490000000000013,14.16,12.71,17.79000000000002,24.75,26.27857142857145,24.800000000000008,0.0,71.78428571428573,7.457142857142857,80.18,74.27,8.4,2.812857142857143,0.1783286,2.4285714285714124,1.8999999999999773,0.0,3.0,18
1991-03-05,1990/1991,Mar,45,22.385714285714283,25.3,21.1,29.12857142857143,25.06,25.150000000000034,23.735714285714305,24.524285714285732,26.150000000000034,22.650000000000034,24.093750000000018,19.685000000000024,28.9,14.671428571428569,20.77000000000004,15.27,14.0,19.370000000000005,23.56,25.275000000000034,23.650000000000034,0.0,75.7942857142857,7.9714285714285715,84.15,67.15,9.5,3.0571428571428565,0.1803857,3.1999999999999966,1.5999999999999657,3.0,1.0,21
1991-03-12,1990/1991,Mar,46,21.612500000000004,24.8875,18.9,28.228571428571428,24.850000000000023,25.05000000000007,23.50714285714289,24.27285714285717,26.150000000000034,22.950000000000053,24.67857142857145,20.132857142857173,28.9,14.79857142857143,20.660000000000025,15.15,13.92,19.31,23.629999999999995,25.6214285714286,23.800000000000008,0.0,78.89571428571428,7.957142857142856,85.77,69.75,8.9,3.7428571428571433,0.13163329999999998,2.571428571428572,1.0,3.0,4.0,17
1991-03-19,1990/1991,Mar,47,21.75714285714286,24.914285714285718,21.1,28.175,25.01000000000005,25.25,23.72142857142859,24.734285714285736,26.150000000000034,22.850000000000023,24.507142857142895,20.262857142857165,28.3,13.878571428571426,21.240000000000013,15.71,13.52,18.77000000000004,23.670000000000016,25.507142857142888,23.700000000000053,0.0,79.74,7.885714285714285,81.5,73.1,8.9,3.4000000000000012,0.17678570000000002,2.114285714285724,1.6000000000000227,2.0,3.0,17
1991-03-26,1990/1991,Mar,48,21.985714285714288,25.242857142857147,21.1,28.071428571428577,25.450000000000053,25.600000000000023,23.69285714285716,24.894285714285733,27.150000000000034,21.850000000000023,25.00000000000001,19.232857142857167,29.4,14.044285714285715,19.730000000000018,14.29,13.35,18.640000000000047,24.5,26.27857142857145,24.650000000000034,2.0,77.97714285714288,7.942857142857143,80.68,71.53,8.9,1.1857142857142855,0.2667833,2.242857142857149,1.6999999999999886,1.0,6.0,16
1991-04-02,1990/1991,Apr,49,20.857142857142858,24.714285714285715,18.3,28.557142857142853,25.379999999999995,25.550000000000008,23.564285714285745,24.59000000000001,26.950000000000053,21.850000000000023,25.078571428571447,19.42285714285716,29.4,14.54142857142857,20.20000000000005,14.73,14.14,19.56,23.850000000000023,26.464285714285737,24.050000000000008,0.0,77.3157142857143,7.485714285714287,83.82,70.47,8.4,1.91,0.1913857,2.728571428571432,1.0,1.0,4.0,16
1991-04-09,1990/1991,Apr,50,20.728571428571428,24.82857142857143,18.9,28.628571428571433,24.26000000000005,24.450000000000053,22.364285714285735,23.734285714285733,26.550000000000008,20.95000000000005,24.778571428571443,20.000000000000018,30.0,14.46,20.5,14.98,13.79,19.080000000000037,23.75,25.99285714285716,23.850000000000023,2.0,78.13857142857144,7.399999999999999,87.27,67.25,7.8,1.585714285714286,0.2608571,2.5428571428571445,1.5,5.0,5.0,15
1991-04-16,1990/1991,Apr,51,21.6,25.057142857142853,20.6,28.885714285714286,25.19,25.350000000000023,23.17857142857145,24.26428571428573,27.050000000000008,22.650000000000034,23.964285714285737,19.822857142857167,30.0,15.035714285714288,21.129999999999995,15.66,13.99,19.27000000000004,22.879999999999995,25.564285714285734,22.900000000000034,0.0,77.88285714285712,7.7714285714285705,87.12,73.0,9.5,3.0371428571428574,0.17126670000000002,2.7571428571428505,0.8000000000000114,3.0,2.0,23
1991-04-23,1990/1991,Apr,52,20.714285714285715,25.142857142857146,18.9,28.485714285714288,25.23000000000001,25.450000000000053,23.62142857142859,24.355714285714306,26.950000000000053,22.650000000000034,24.464285714285737,20.4814285714286,32.2,14.794285714285715,21.20000000000005,15.74,14.42,19.850000000000023,23.25,25.750000000000025,23.350000000000023,0.0,80.00142857142858,8.185714285714285,83.55,74.32,9.4,2.9857142857142858,0.1515,2.2857142857142856,1.8000000000000114,3.0,1.0,16
1991-04-30,1991/1992,Apr,1,21.6,25.842857142857145,20.0,29.58571428571429,25.43000000000001,25.80000000000007,23.80714285714288,24.62714285714287,26.650000000000034,23.25,24.67857142857145,20.257142857142874,32.2,14.920000000000002,20.95000000000005,15.46,14.04,19.430000000000007,23.56,25.73571428571432,24.100000000000023,0.0,75.66285714285712,8.814285714285713,81.28,74.7,9.4,2.825714285714285,0.2519,2.628571428571433,2.099999999999966,0.0,1.0,17
1991-05-07,1991/1992,May,2,21.671428571428574,25.25714285714286,20.0,30.07142857142857,25.01000000000005,25.300000000000008,23.1214285714286,24.28142857142859,27.150000000000034,22.550000000000008,24.928571428571445,20.38142857142859,30.6,14.787142857142856,21.350000000000023,15.82,13.95,19.27000000000004,24.06,26.050000000000033,24.450000000000053,0.0,79.62857142857142,8.357142857142858,80.78,74.85,9.5,3.1285714285714286,0.25994290000000003,2.0142857142856934,1.3999999999999773,2.0,4.0,12
1991-05-14,1991/1992,May,3,21.842857142857138,26.014285714285716,20.6,28.87142857142857,25.44,25.700000000000053,23.192857142857157,24.257142857142874,26.950000000000053,22.25,24.48571428571432,20.185714285714308,31.1,14.745714285714287,20.730000000000018,15.33,12.23,17.200000000000045,23.420000000000016,25.850000000000033,23.450000000000053,1.0,73.35142857142857,7.571428571428571,87.4,72.85,8.9,2.814285714285714,0.2210286,2.300000000000004,1.7999999999999543,0.0,3.0,17
