week_start_date,year,week_of_year,ST_max_Tmax,ST_mean_Tmax,ST_min_Tmin,ST_mean_Tmin,ST_mean_Tavg,ST_max_Tdtr,ST_mean_Tdtr,ST_min_Tdtr,SA_max_Pday,SA_mean_Pday,SA_PRECIP_GT1,SA_PRECIP_GT10,SA_PRECIP_GT30,RA_max_Tair,RA_mean_Tair,RA_min_Tair,RA_max_Tdp,RA_mean_Tdp,RA_min_Tdp,RA_max_RHpc,RA_mean_RHpc,RA_min_RHpc,RA_max_RHsp,RA_mean_RHsp,RA_min_RHsp,RA_min_Tmin,RA_mean_Tmin,RA_max_Tmax,RA_mean_Tmax,RA_max_Tdtr,RA_mean_Tdtr,RA_min_Tdtr,RA_max_Tavg,RA_mean_Tavg,RA_min_Tavg,RA_mean_Pday,RA_max_Pday,ndvi_ne,ndvi_sw,ndvi_nw,ndvi_se
1999-03-12,1999,11,33.0,32.3,21.0,21.057142857142857,26.7,12.0,11.2,10.6,8.14,5.147142857142859,7.0,0.0,0.0,24.900000000000034,23.738571428571447,22.450000000000053,23.970000000000034,22.7214285714286,21.330000000000037,98.5,94.66571428571429,88.63,18.8,17.464285714285715,15.98,19.75,21.350000000000016,34.05000000000001,29.578571428571447,12.699999999999989,8.22857142857144,3.300000000000012,27.700000000000053,25.464285714285737,23.050000000000008,10.742857142857144,23.4,0.1535571,0.2073286,0.1822429,0.2062
1999-03-19,1999,12,34.0,33.56,21.0,21.433333333333334,27.4,13.0,12.1,10.6,33.88,10.264285714285718,7.0,2.0,1.0,25.920000000000016,24.767142857142893,24.02000000000004,23.77000000000004,22.80285714285717,21.350000000000023,97.7,90.53285714285713,82.2,18.58,17.571428571428573,15.97,18.55000000000001,21.407142857142887,34.350000000000016,31.021428571428594,13.900000000000036,9.614285714285707,6.600000000000023,27.650000000000034,26.214285714285733,24.650000000000034,7.381428571428571,19.4,0.2846167,0.29517140000000003,0.2448,0.2464
1999-03-26,1999,13,35.0,33.666666666666664,21.2,21.63333333333333,27.56,12.9,11.72,11.0,38.61,17.794285714285714,6.0,4.0,2.0,25.160000000000025,23.87428571428573,22.800000000000008,24.300000000000008,22.495714285714307,20.830000000000037,99.73,92.95428571428572,87.35,19.18,17.217142857142857,15.55,20.55000000000001,21.735714285714305,30.950000000000053,28.36428571428573,9.399999999999975,6.6285714285714255,3.300000000000012,26.900000000000034,25.050000000000008,23.300000000000008,19.71428571428572,110.4,0.3290714,0.3425167,0.2674286,0.2846714
1999-04-02,1999,14,33.0,32.0,21.0,21.58,27.2,11.5,11.5,11.5,19.72,10.037142857142856,6.0,3.0,0.0,24.170000000000016,23.6514285714286,23.140000000000054,23.73000000000001,23.312857142857165,22.93000000000001,99.5,98.21714285714287,96.2,18.54,18.05,17.61,21.25,22.007142857142874,29.75,27.564285714285734,8.099999999999966,5.557142857142862,1.6000000000000227,25.75,24.785714285714306,23.5,18.18571428571429,47.7,0.2641,0.2427714,0.1785286,0.2577
1999-04-09,1999,15,32.8,31.325,21.0,21.46,25.8,10.0,9.35,8.7,33.53,12.094285714285714,7.0,3.0,1.0,24.660000000000025,23.432857142857166,22.600000000000023,23.450000000000053,22.777142857142877,21.30000000000001,99.03,96.6742857142857,91.75,18.15,17.47142857142857,15.99,18.45000000000005,21.350000000000023,30.050000000000008,27.107142857142886,10.599999999999966,5.757142857142859,2.599999999999966,25.800000000000008,24.228571428571453,23.450000000000053,7.5928571428571425,10.8,0.2018286,0.17492860000000002,0.1955167,0.2178714
1999-04-16,1999,16,33.6,30.56,17.8,19.642857142857142,25.44,12.6,10.26,8.5,20.16,6.6800000000000015,3.0,3.0,0.0,22.330000000000037,20.3057142857143,17.300000000000008,22.150000000000034,19.331428571428606,16.650000000000034,99.48,94.90285714285713,88.9,16.78,14.154285714285715,11.8,13.450000000000045,17.792857142857176,27.850000000000023,23.964285714285737,13.199999999999989,6.171428571428563,2.3999999999999773,23.400000000000034,20.878571428571465,17.75,10.528571428571428,41.5,0.14135,0.1017857,0.14925,0.1558286
1999-04-23,1999,17,32.0,31.44,20.5,21.071428571428573,26.2,11.2,10.52,9.3,44.53,14.401428571428573,6.0,3.0,1.0,24.400000000000034,23.847142857142877,22.890000000000054,23.73000000000001,22.815714285714307,21.120000000000005,98.4,94.72,90.65,18.49,17.517142857142858,15.74,19.150000000000034,21.47857142857145,30.75,29.035714285714306,10.300000000000011,7.557142857142862,4.5,26.100000000000023,25.257142857142888,24.30000000000007,9.4,14.3,0.2596143,0.2729,0.2413286,0.2323833
1999-04-30,1999,18,33.0,32.375,20.7,21.442857142857143,26.875,11.8,11.0,10.6,49.0,20.95428571428571,6.0,5.0,2.0,24.890000000000054,23.6114285714286,22.840000000000032,23.170000000000016,22.271428571428586,21.120000000000005,99.27,93.68,82.72,17.9,16.937142857142856,15.78,19.650000000000034,21.13571428571432,32.350000000000016,28.250000000000014,12.699999999999989,7.114285714285699,3.5,26.0,24.69285714285716,23.650000000000034,9.71142857142857,21.3,0.3259286,0.3137,0.3501,0.33662859999999994
1999-05-07,1999,19,33.0,32.06666666666667,21.0,21.557142857142853,26.8,11.8,10.533333333333333,8.2,47.98,18.53428571428571,7.0,5.0,1.0,24.06,23.37714285714287,22.879999999999995,23.43000000000001,22.71142857142859,22.0,99.05,96.58285714285715,92.32,18.16,17.39857142857143,16.62,20.350000000000023,20.935714285714305,30.650000000000034,27.307142857142885,10.300000000000011,6.371428571428583,4.199999999999989,25.5,24.121428571428584,23.550000000000008,9.785714285714283,14.1,0.29816,0.2848667,0.2638,0.2374429
1999-05-14,1999,20,32.0,31.05,21.0,21.142857142857142,26.15,10.4,9.8,8.2,13.02,4.8414285714285725,5.0,1.0,0.0,23.580000000000037,22.927142857142886,21.77000000000004,22.700000000000053,21.8314285714286,20.930000000000007,99.03,94.52285714285713,89.57,17.32,16.444285714285716,15.55,20.55000000000001,21.17857142857145,30.050000000000008,27.607142857142872,9.5,6.428571428571421,2.6000000000000227,25.300000000000008,24.39285714285716,22.050000000000008,11.477142857142857,45.61,0.31742859999999995,0.2553143,0.2364333,0.2603571
1999-05-21,1999,21,33.2,29.660000000000004,20.0,20.82857142857143,25.38,12.0,8.6,6.3,4.12,1.5114285714285711,4.0,0.0,0.0,25.340000000000032,22.600000000000033,20.28000000000003,22.780000000000033,21.36857142857146,19.850000000000023,99.65,94.06142857142858,85.25,17.45,16.017142857142858,14.54,17.650000000000034,19.53571428571431,32.950000000000045,27.850000000000033,13.199999999999989,8.31428571428572,4.0,27.100000000000023,23.69285714285717,20.150000000000034,4.627142857142856,8.6,0.15921429999999998,0.2085571,0.18231670000000005,0.17765
1999-05-28,1999,22,33.0,31.880000000000006,21.0,21.416666666666668,26.9,11.8,10.525,8.0,14.32,2.63,3.0,1.0,0.0,24.52000000000004,23.35428571428573,22.24000000000001,23.280000000000033,22.26285714285717,21.350000000000023,99.0,94.34857142857142,89.77,17.93,16.88,15.87,19.650000000000034,21.007142857142888,30.75,28.95000000000002,10.699999999999989,7.942857142857138,3.3999999999999773,26.450000000000053,24.978571428571453,22.650000000000034,5.085714285714286,10.1,0.3150429,0.3382,0.2501857,0.3023857
1999-06-04,1999,23,31.0,30.28,21.0,21.32,25.9,9.2,9.133333333333333,9.0,17.05,4.605714285714285,6.0,1.0,0.0,24.129999999999995,23.488571428571447,23.02000000000004,23.5,22.20000000000002,21.430000000000007,97.22,93.46857142857141,91.07,18.21,16.830000000000002,16.03,19.55000000000001,20.59285714285716,31.050000000000008,29.22142857142859,10.699999999999989,8.628571428571433,6.100000000000023,26.149999999999977,24.907142857142862,24.149999999999977,4.757142857142857,9.4,0.2609667,0.3354429,0.2737143,0.2141143
1999-06-11,1999,24,32.8,31.816666666666666,20.7,21.28333333333333,26.54,12.0,10.580000000000002,8.0,15.46,4.412857142857144,6.0,1.0,0.0,25.070000000000054,23.867142857142877,23.170000000000016,22.970000000000034,22.581428571428603,21.700000000000053,98.3,93.56,87.12,17.62,17.23857142857143,16.33,19.850000000000023,20.83571428571431,31.950000000000053,29.550000000000033,11.100000000000025,8.714285714285722,6.0,26.400000000000034,25.19285714285717,23.75,5.98142857142857,12.26,0.2562833,0.1993,0.09206667,0.1919714
1999-06-18,1999,25,31.2,30.66666666666667,21.0,21.414285714285715,26.03333333333333,10.0,9.266666666666667,7.8,18.61,8.707142857142857,6.0,3.0,0.0,24.04000000000002,23.018571428571448,22.220000000000027,22.850000000000023,22.044285714285735,20.930000000000007,99.88,95.10857142857141,89.47,17.56,16.66857142857143,15.56,19.95000000000005,20.807142857142885,31.75,27.207142857142877,11.799999999999955,6.3999999999999915,1.5999999999999657,25.850000000000023,24.007142857142874,22.100000000000023,13.415714285714285,43.8,0.1328571,0.1411571,0.1236286,0.09102857
1999-06-25,1999,26,34.0,32.44,20.2,21.216666666666665,26.775,13.0,11.55,10.2,35.44,18.70571428571429,7.0,5.0,1.0,24.470000000000034,23.584285714285745,22.920000000000016,22.620000000000005,21.904285714285734,20.930000000000007,97.48,91.73285714285713,85.25,17.31,16.544285714285714,15.55,18.350000000000023,20.12142857142859,32.25,30.321428571428594,12.699999999999989,10.200000000000003,7.100000000000023,26.950000000000053,25.22142857142861,23.800000000000008,4.934285714285714,9.6,0.23915,0.3017333,0.2372167,0.2502167
1999-07-02,1999,27,32.2,32.05,16.8,19.4,26.175,15.2,11.725,10.0,41.8,10.452857142857145,5.0,2.0,1.0,24.030000000000033,22.605714285714306,20.69,23.43000000000001,20.138571428571453,16.52000000000004,97.4,88.0742857142857,77.57,18.13,14.954285714285716,11.72,15.350000000000026,18.178571428571445,32.150000000000034,29.778571428571443,14.800000000000011,11.599999999999998,7.800000000000013,26.0,23.978571428571428,21.45000000000005,3.388571428571429,8.1,0.2636833,0.3008167,0.19699999999999998,0.19899999999999998
1999-07-09,1999,28,33.7,32.6,16.5,18.785714285714285,25.840000000000003,16.9,13.5,10.8,12.05,2.0785714285714287,2.0,1.0,0.0,23.550000000000008,22.34285714285717,21.390000000000047,20.32000000000005,17.718571428571458,14.800000000000011,93.98,78.63714285714286,65.12,14.95,12.792857142857144,10.54,14.150000000000036,17.835714285714317,33.05000000000001,29.49285714285717,18.30000000000001,11.657142857142858,3.1999999999999886,26.0,23.664285714285736,21.75,0.4714285714285714,1.6,0.3698,0.3395714,0.171,0.31952859999999994
1999-07-16,1999,29,32.8,32.0,20.0,21.0,26.633333333333336,12.8,11.266666666666666,10.0,20.56,8.167142857142858,7.0,2.0,0.0,23.050000000000008,22.065714285714304,20.78000000000003,20.5,19.490000000000016,18.75,98.73,87.31714285714285,80.2,15.11,14.20857142857143,13.49,16.450000000000045,17.62142857142859,32.450000000000045,28.650000000000034,15.200000000000045,11.028571428571443,2.7999999999999545,24.850000000000023,23.135714285714307,21.350000000000023,1.0842857142857143,3.4,0.25925,0.3042429,0.23868000000000006,0.2967857
1999-07-23,1999,30,32.8,31.16666666666667,20.0,20.7,25.96666666666667,11.6,10.433333333333334,9.0,40.96,14.28,5.0,3.0,1.0,23.74000000000001,23.38714285714289,22.710000000000036,21.830000000000037,20.02000000000003,17.870000000000005,91.92,83.62428571428572,74.2,16.49,14.72,12.85,16.75,19.764285714285734,31.25,30.292857142857162,14.300000000000011,10.528571428571428,6.599999999999965,25.80000000000007,25.028571428571443,23.899999999999977,1.41,3.8,0.1758,0.1183,0.1811714,0.1455857
1999-07-30,1999,31,33.2,32.28333333333333,20.2,21.02,26.725,12.7,10.95,10.0,19.73,2.8185714285714285,1.0,1.0,0.0,25.420000000000016,24.357142857142872,23.800000000000008,18.930000000000007,16.761428571428585,13.800000000000011,73.43,66.08571428571427,54.97,13.7,12.05857142857143,9.9,17.25,18.178571428571445,34.450000000000045,33.09285714285717,16.0,14.914285714285727,13.800000000000011,26.850000000000023,25.63571428571432,25.050000000000008,0.0,0.0,0.2094714,0.2720857,0.2234,0.1969714
1999-08-06,1999,32,33.0,31.475,20.8,21.05,26.250000000000004,12.0,10.425,9.3,12.09,3.91,4.0,1.0,0.0,25.94,24.038571428571462,22.140000000000047,21.850000000000023,19.685714285714308,16.230000000000018,97.35,79.21857142857142,62.55,16.45,14.504285714285714,11.62,17.75,20.078571428571447,33.450000000000045,30.178571428571466,15.700000000000045,10.100000000000025,5.0,26.900000000000034,25.128571428571448,22.950000000000053,8.72857142857143,52.7,0.33455,0.2474,0.2725,0.1751714
1999-08-13,1999,33,33.0,30.66666666666667,15.5,18.74,24.633333333333336,14.0,12.1,10.5,31.71,7.0442857142857145,3.0,2.0,1.0,24.450000000000053,22.681428571428594,20.19,19.80000000000001,16.99142857142859,13.120000000000005,85.38,74.36000000000001,67.27,14.48,12.271428571428574,9.42,12.550000000000011,16.77857142857146,35.05000000000001,31.450000000000035,18.100000000000023,14.671428571428569,9.600000000000025,26.650000000000034,24.11428571428575,20.800000000000068,0.9142857142857144,5.8,0.1657,0.17618570000000006,0.1706,0.1698714
1999-08-20,1999,34,35.2,33.871428571428574,18.0,20.683333333333334,27.366666666666664,15.2,13.333333333333336,12.3,14.67,3.775714285714286,3.0,1.0,0.0,27.01000000000005,26.410000000000014,24.99000000000001,20.580000000000037,17.6257142857143,15.620000000000005,71.22,61.87714285714286,52.82,15.21,12.744285714285715,11.15,16.550000000000008,19.378571428571448,37.55000000000001,35.5214285714286,20.80000000000001,16.14285714285715,11.600000000000026,29.0,27.450000000000035,24.950000000000053,0.24285714285714285,1.7,0.2162714,0.2317429,0.1965571,0.1633571
1999-08-27,1999,35,34.5,33.46,20.7,21.428571428571427,27.440000000000005,13.8,12.04,11.2,21.53,6.480000000000001,6.0,2.0,0.0,27.77000000000004,26.69285714285717,24.870000000000005,22.100000000000023,20.80571428571431,19.629999999999995,82.9,72.42428571428572,61.85,16.8,15.49,14.4,18.650000000000034,20.90714285714289,38.150000000000034,34.59285714285717,18.19999999999999,13.685714285714278,11.0,29.05000000000007,27.75000000000004,24.5,0.8942857142857142,3.56,0.19668,0.17641429999999994,0.1026857,0.13657139999999998
1999-09-03,1999,36,36.0,35.48000000000001,20.5,21.614285714285714,28.540000000000006,14.5,13.9,13.4,9.72,2.907142857142857,3.0,0.0,0.0,26.870000000000005,26.444285714285716,25.379999999999995,22.050000000000008,20.508571428571454,19.30000000000001,82.53,72.35857142857142,68.28,16.72,15.234285714285715,14.17,17.75,20.564285714285727,37.75,35.23571428571431,20.0,14.671428571428578,11.600000000000026,28.75,27.90000000000001,26.550000000000008,0.2857142857142857,1.6,0.3898857,0.4599857,0.3544143,0.3899286
1999-09-10,1999,37,35.0,34.2,20.0,21.075,27.46666666666667,14.0,13.033333333333333,11.6,17.32,8.17142857142857,6.0,4.0,0.0,27.81,25.87285714285717,24.129999999999995,22.77000000000004,21.267142857142886,19.100000000000023,92.48,78.5085714285714,64.5,17.4,15.998571428571427,13.99,20.25,21.421428571428603,38.950000000000045,35.29285714285717,18.20000000000005,13.871428571428574,10.399999999999975,29.850000000000023,28.357142857142897,26.350000000000023,2.4142857142857137,6.0,0.3515571,0.3694857,0.2710571,0.3228857
1999-09-17,1999,38,33.0,32.08,20.4,21.514285714285712,26.76,12.6,10.64,8.4,16.94,5.505714285714285,6.0,1.0,0.0,27.220000000000034,25.600000000000023,24.27000000000004,23.379999999999995,20.78714285714288,18.55000000000001,92.53,78.39999999999998,61.8,18.06,15.52714285714286,13.46,18.05000000000001,20.850000000000016,37.05000000000001,33.75000000000001,19.0,12.899999999999993,9.399999999999975,28.550000000000008,27.300000000000008,26.300000000000008,3.7,9.0,0.3013429,0.29874290000000003,0.3237333,0.34197140000000004
1999-09-24,1999,39,34.0,32.68,20.0,21.085714285714285,26.7,13.8,11.9,9.7,18.43,7.671428571428571,7.0,2.0,0.0,27.660000000000025,25.875714285714306,24.11000000000001,22.700000000000053,21.092857142857163,19.120000000000005,90.92,77.42428571428572,60.83,17.53,15.79857142857143,13.95,20.150000000000034,21.164285714285732,37.25,34.20714285714288,16.099999999999966,13.042857142857144,9.700000000000044,29.300000000000008,27.685714285714308,25.600000000000023,3.051428571428571,8.0,0.3046333,0.3081667,0.2718,0.32508000000000004
1999-10-01,1999,40,34.2,33.4,17.0,20.58333333333333,27.3,12.4,11.633333333333333,11.0,9.38,3.244285714285714,4.0,0.0,0.0,26.48000000000001,25.360000000000035,23.660000000000025,21.850000000000023,21.194285714285733,20.350000000000023,90.03,80.16285714285712,72.08,16.48,15.837142857142858,15.0,18.95000000000005,20.392857142857167,37.05000000000001,34.09285714285716,17.5,13.699999999999998,9.700000000000044,29.350000000000023,27.242857142857147,25.100000000000023,1.72,3.5,0.2504143,0.2420571,0.1567286,0.2114143
1999-10-08,1999,41,34.2,33.2,20.0,20.842857142857138,27.02857142857143,14.0,12.357142857142858,10.0,28.39,10.498571428571427,7.0,3.0,0.0,27.390000000000054,25.738571428571447,24.25,21.830000000000037,20.30571428571432,18.80000000000001,83.85,74.51428571428572,61.43,16.46,15.021428571428574,13.69,18.150000000000034,20.150000000000027,37.150000000000034,33.650000000000034,19.0,13.5,8.200000000000045,28.30000000000007,26.900000000000034,23.850000000000023,2.0142857142857142,5.7,0.2160667,0.2535,0.2299143,0.3278
1999-10-15,1999,42,35.8,34.525,21.2,21.46,27.55,13.0,11.9,10.8,6.84,4.095714285714286,7.0,0.0,0.0,28.100000000000023,26.747142857142887,24.68000000000001,20.95000000000005,19.681428571428594,18.100000000000023,77.3,68.31857142857146,58.72,15.58,14.447142857142856,13.03,15.650000000000036,20.178571428571466,39.85000000000002,35.26428571428573,23.699999999999992,15.085714285714273,9.199999999999989,30.600000000000023,27.72142857142859,24.75,0.042857142857142864,0.2,0.40085,0.3745,0.327525,0.400975
1999-10-22,1999,43,35.0,34.95,21.2,21.842857142857138,28.425,13.5,13.025,12.6,18.99,6.641428571428572,6.0,1.0,0.0,30.590000000000032,28.512857142857165,25.94,21.010000000000048,19.542857142857162,17.580000000000037,75.55,61.7,48.67,15.71,14.348571428571429,12.7,19.95000000000005,21.964285714285747,38.650000000000034,37.221428571428596,17.5,15.257142857142851,9.699999999999989,30.650000000000034,29.59285714285718,27.80000000000007,0.4571428571428572,2.7,0.25124,0.24128,0.19334,0.2158667
1999-10-29,1999,44,36.3,35.45,19.3,21.616666666666664,28.725,14.5,13.5,13.0,39.87,8.912857142857145,4.0,2.0,1.0,28.51000000000005,26.23714285714289,24.080000000000037,22.970000000000034,20.818571428571452,19.5,93.65,74.85142857142857,63.7,17.63,15.582857142857142,14.31,18.45000000000005,20.435714285714322,39.35000000000002,34.75000000000002,20.899999999999977,14.314285714285704,7.199999999999987,29.80000000000007,27.592857142857167,23.55000000000007,4.015714285714286,13.3,0.1956333,0.20155,0.13742,0.26712
1999-11-05,1999,45,35.2,31.8,19.5,21.375,28.5,13.4,13.4,13.4,31.5,12.985714285714286,5.0,3.0,1.0,29.04000000000002,25.267142857142886,20.82000000000005,22.390000000000047,20.98714285714288,17.77000000000004,94.0,79.58,62.92,17.06,15.742857142857144,12.73,17.850000000000023,20.064285714285752,37.650000000000034,31.235714285714305,18.899999999999977,11.171428571428551,4.399999999999976,29.55000000000007,25.650000000000034,22.150000000000034,3.3999999999999995,12.5,0.28774,0.33214,0.31392,0.29272
1999-11-12,1999,46,36.0,35.375,17.2,21.171428571428574,28.825,13.6,13.125,12.8,23.02,5.71,3.0,2.0,0.0,28.150000000000034,26.820000000000014,24.460000000000036,21.410000000000025,19.90285714285716,18.930000000000007,77.85,68.25714285714287,62.75,16.1,14.67,13.77,18.850000000000023,20.564285714285734,38.85000000000002,37.250000000000014,19.5,16.68571428571428,12.400000000000036,30.050000000000008,28.907142857142873,27.850000000000023,0.3428571428571429,2.1,0.31585,0.3433667,0.4137167000000001,0.3531167
1999-11-19,1999,47,35.6,33.15,20.0,21.4,26.53333333333333,14.0,11.6,7.8,28.73,10.657142857142855,6.0,3.0,0.0,28.200000000000053,26.16571428571431,24.43000000000001,23.19,22.008571428571447,20.94,93.15,80.5085714285714,66.42,18.03,16.75,15.66,20.75,21.850000000000023,35.950000000000045,33.09285714285717,14.400000000000036,11.242857142857149,6.699999999999987,29.05000000000007,27.47142857142861,25.80000000000007,22.614285714285717,98.7,0.2875143,0.2294571,0.25615,0.23399999999999999
1999-11-26,1999,48,34.0,33.160000000000004,19.8,21.442857142857143,27.3,13.0,11.739999999999998,10.8,24.6,11.147142857142857,7.0,3.0,0.0,27.170000000000016,25.068571428571442,23.580000000000037,23.390000000000054,22.4314285714286,20.54000000000002,96.6,87.16714285714285,72.2,18.24,17.215714285714284,15.3,19.850000000000023,20.892857142857167,37.55000000000001,33.25000000000002,15.399999999999974,12.357142857142858,6.800000000000013,29.899999999999977,27.071428571428594,25.05000000000007,19.17142857142857,95.4,0.13875710000000002,0.1846857,0.15048,0.2162429
1999-12-03,1999,49,34.2,33.04,21.4,21.55,27.450000000000006,12.5,11.7,10.6,16.01,11.381428571428573,7.0,6.0,0.0,28.780000000000033,26.067142857142876,24.68000000000001,24.450000000000053,22.53285714285716,18.80000000000001,94.82,83.54285714285712,66.2,19.44,17.341428571428573,13.68,17.95000000000005,22.09285714285717,37.25,32.46428571428574,19.29999999999995,10.371428571428568,4.599999999999966,28.900000000000034,27.278571428571464,25.950000000000053,6.1971428571428575,20.6,0.1039286,0.1137571,0.1005714,0.1936
1999-12-10,1999,50,34.2,33.5,21.0,21.44,27.45,12.5,12.15,11.7,33.09,11.13,6.0,2.0,1.0,27.27000000000004,25.607142857142897,23.900000000000034,24.280000000000033,22.685714285714308,20.460000000000036,97.1,86.53285714285713,75.5,19.24,17.43857142857143,15.14,20.05000000000001,21.792857142857162,35.75,32.66428571428573,13.5,10.871428571428575,5.5,29.100000000000023,27.22857142857145,24.600000000000023,7.171428571428572,20.0,0.2167286,0.1994429,0.1685286,0.2650571
